country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Ireland,2012,male,5-14 years,3,322478,0.902,"225,571,853,194",53443,Generation Z
Ireland,2012,female,5-14 years,1,307698,0.902,"225,571,853,194",53443,Generation Z
Ireland,2013,male,35-54 years,169,648165,0.911,"239,389,340,720",56628,Generation X
Ireland,2013,male,55-74 years,102,397875,0.911,"239,389,340,720",56628,Boomers
Ireland,2013,male,25-34 years,68,341171,0.911,"239,389,340,720",56628,Millenials
Ireland,2013,male,15-24 years,44,273178,0.911,"239,389,340,720",56628,Millenials
Ireland,2013,female,25-34 years,24,366261,0.911,"239,389,340,720",56628,Millenials
Ireland,2013,female,35-54 years,42,653648,0.911,"239,389,340,720",56628,Generation X
Ireland,2013,male,75+ years,6,99538,0.911,"239,389,340,720",56628,Silent
Ireland,2013,female,55-74 years,18,404503,0.911,"239,389,340,720",56628,Boomers
Ireland,2013,female,15-24 years,9,260127,0.911,"239,389,340,720",56628,Millenials
Ireland,2013,female,75+ years,3,140976,0.911,"239,389,340,720",56628,Silent
Ireland,2013,male,5-14 years,2,327603,0.911,"239,389,340,720",56628,Generation Z
Ireland,2013,female,5-14 years,0,314333,0.911,"239,389,340,720",56628,Generation Z
Ireland,2014,male,35-54 years,165,675986,0.921,"258,099,014,042",59634,Generation X
Ireland,2014,male,25-34 years,80,337977,0.921,"258,099,014,042",59634,Millenials
Ireland,2014,male,15-24 years,63,267635,0.921,"258,099,014,042",59634,Millenials
Ireland,2014,male,55-74 years,81,421555,0.921,"258,099,014,042",59634,Boomers
Ireland,2014,male,75+ years,8,103238,0.921,"258,099,014,042",59634,Silent
Ireland,2014,female,35-54 years,39,678830,0.921,"258,099,014,042",59634,Generation X
Ireland,2014,female,25-34 years,20,353379,0.921,"258,099,014,042",59634,Millenials
Ireland,2014,female,15-24 years,11,261032,0.921,"258,099,014,042",59634,Millenials
Ireland,2014,female,55-74 years,15,432815,0.921,"258,099,014,042",59634,Boomers
Ireland,2014,female,75+ years,2,141441,0.921,"258,099,014,042",59634,Silent
Ireland,2014,male,5-14 years,2,335330,0.921,"258,099,014,042",59634,Generation Z
Ireland,2014,female,5-14 years,0,318825,0.921,"258,099,014,042",59634,Generation Z
Israel,2011,male,75+ years,44,150875,0.892,"261,628,548,084",37528,Silent
Israel,2011,male,55-74 years,80,532080,0.892,"261,628,548,084",37528,Boomers
Israel,2011,male,35-54 years,111,872269,0.892,"261,628,548,084",37528,Generation X
Israel,2011,male,25-34 years,45,560802,0.892,"261,628,548,084",37528,Millenials
Israel,2011,male,15-24 years,41,605530,0.892,"261,628,548,084",37528,Millenials
Israel,2011,female,55-74 years,30,598715,0.892,"261,628,548,084",37528,Boomers
Israel,2011,female,75+ years,7,220868,0.892,"261,628,548,084",37528,Silent
Israel,2011,female,25-34 years,16,559719,0.892,"261,628,548,084",37528,Millenials
Israel,2011,female,35-54 years,22,899777,0.892,"261,628,548,084",37528,Generation X
Israel,2011,female,15-24 years,12,583108,0.892,"261,628,548,084",37528,Millenials
Israel,2011,male,5-14 years,1,712716,0.892,"261,628,548,084",37528,Generation Z
Israel,2011,female,5-14 years,0,675036,0.892,"261,628,548,084",37528,Generation Z
Israel,2012,male,75+ years,33,154818,0.893,"257,296,579,579",36263,Silent
Israel,2012,male,55-74 years,93,546015,0.893,"257,296,579,579",36263,Boomers
Israel,2012,male,35-54 years,131,890948,0.893,"257,296,579,579",36263,Generation X
Israel,2012,male,25-34 years,57,568580,0.893,"257,296,579,579",36263,Millenials
Israel,2012,male,15-24 years,32,614618,0.893,"257,296,579,579",36263,Millenials
Israel,2012,female,75+ years,9,224319,0.893,"257,296,579,579",36263,Silent
Israel,2012,female,55-74 years,24,612293,0.893,"257,296,579,579",36263,Boomers
Israel,2012,female,25-34 years,17,566255,0.893,"257,296,579,579",36263,Millenials
Israel,2012,female,15-24 years,13,589147,0.893,"257,296,579,579",36263,Millenials
Israel,2012,female,35-54 years,18,916404,0.893,"257,296,579,579",36263,Generation X
Israel,2012,male,5-14 years,3,723667,0.893,"257,296,579,579",36263,Generation Z
Israel,2012,female,5-14 years,0,688296,0.893,"257,296,579,579",36263,Generation Z
Israel,2013,male,75+ years,34,160074,0.895,"292,489,185,194",40477,Silent
Israel,2013,male,55-74 years,71,560632,0.895,"292,489,185,194",40477,Boomers
Israel,2013,male,35-54 years,102,907964,0.895,"292,489,185,194",40477,Generation X
Israel,2013,male,25-34 years,47,574069,0.895,"292,489,185,194",40477,Millenials
Israel,2013,female,75+ years,12,230693,0.895,"292,489,185,194",40477,Silent
Israel,2013,male,15-24 years,30,623751,0.895,"292,489,185,194",40477,Millenials
Israel,2013,female,55-74 years,23,627505,0.895,"292,489,185,194",40477,Boomers
Israel,2013,female,35-54 years,26,932764,0.895,"292,489,185,194",40477,Generation X
Israel,2013,female,25-34 years,15,571000,0.895,"292,489,185,194",40477,Millenials
Israel,2013,male,5-14 years,7,737875,0.895,"292,489,185,194",40477,Generation Z
Israel,2013,female,15-24 years,5,597664,0.895,"292,489,185,194",40477,Millenials
Israel,2013,female,5-14 years,0,702017,0.895,"292,489,185,194",40477,Generation Z
Israel,2014,male,75+ years,32,164959,0.899,"308,416,982,140",41869,Silent
Israel,2014,male,35-54 years,125,925543,0.899,"308,416,982,140",41869,Generation X
Israel,2014,male,55-74 years,54,577076,0.899,"308,416,982,140",41869,Boomers
Israel,2014,male,25-34 years,41,580208,0.899,"308,416,982,140",41869,Millenials
Israel,2014,male,15-24 years,35,633544,0.899,"308,416,982,140",41869,Millenials
Israel,2014,female,75+ years,11,236381,0.899,"308,416,982,140",41869,Silent
Israel,2014,female,55-74 years,24,645102,0.899,"308,416,982,140",41869,Boomers
Israel,2014,female,35-54 years,29,949566,0.899,"308,416,982,140",41869,Generation X
Israel,2014,female,25-34 years,13,576407,0.899,"308,416,982,140",41869,Millenials
Israel,2014,female,15-24 years,10,607031,0.899,"308,416,982,140",41869,Millenials
Israel,2014,male,5-14 years,7,753317,0.899,"308,416,982,140",41869,Generation Z
Israel,2014,female,5-14 years,1,717118,0.899,"308,416,982,140",41869,Generation Z
Israel,2015,male,75+ years,30,168826,0.901,"299,093,839,690",39793,Silent
Israel,2015,male,55-74 years,65,595247,0.901,"299,093,839,690",39793,Boomers
Israel,2015,male,35-54 years,92,944406,0.901,"299,093,839,690",39793,Generation X
Israel,2015,male,25-34 years,45,586251,0.901,"299,093,839,690",39793,Millenials
Israel,2015,female,75+ years,14,241083,0.901,"299,093,839,690",39793,Silent
Israel,2015,male,15-24 years,35,644674,0.901,"299,093,839,690",39793,Millenials
Israel,2015,female,55-74 years,17,664823,0.901,"299,093,839,690",39793,Boomers
Israel,2015,female,25-34 years,13,581972,0.901,"299,093,839,690",39793,Millenials
Israel,2015,female,35-54 years,20,967412,0.901,"299,093,839,690",39793,Generation X
Israel,2015,female,15-24 years,8,617440,0.901,"299,093,839,690",39793,Millenials
Israel,2015,male,5-14 years,2,770443,0.901,"299,093,839,690",39793,Generation Z
Israel,2015,female,5-14 years,1,733603,0.901,"299,093,839,690",39793,Generation Z
Italy,2011,male,75+ years,664,2321431,0.875,"2,276,292,404,601",40210,Silent
Italy,2011,male,55-74 years,1000,6475532,0.875,"2,276,292,404,601",40210,Boomers
Italy,2011,male,35-54 years,1137,9024678,0.875,"2,276,292,404,601",40210,Generation X
Italy,2011,male,25-34 years,316,3578660,0.875,"2,276,292,404,601",40210,Millenials
Italy,2011,male,15-24 years,169,3033825,0.875,"2,276,292,404,601",40210,Millenials
Italy,2011,female,75+ years,162,3786565,0.875,"2,276,292,404,601",40210,Silent
Italy,2011,female,55-74 years,294,7136949,0.875,"2,276,292,404,601",40210,Boomers
Italy,2011,female,35-54 years,303,9218793,0.875,"2,276,292,404,601",40210,Generation X
Italy,2011,female,25-34 years,59,3576333,0.875,"2,276,292,404,601",40210,Millenials
Italy,2011,female,15-24 years,43,2887985,0.875,"2,276,292,404,601",40210,Millenials
Italy,2011,male,5-14 years,4,2864380,0.875,"2,276,292,404,601",40210,Generation Z
Italy,2011,female,5-14 years,2,2705018,0.875,"2,276,292,404,601",40210,Generation Z
Italy,2012,male,75+ years,604,2382354,0.874,"2,072,823,157,060",36497,Silent
Italy,2012,male,55-74 years,993,6523579,0.874,"2,072,823,157,060",36497,Boomers
Italy,2012,male,35-54 years,1215,9068194,0.874,"2,072,823,157,060",36497,Generation X
Italy,2012,male,25-34 years,329,3519920,0.874,"2,072,823,157,060",36497,Millenials
Italy,2012,male,15-24 years,179,3031610,0.874,"2,072,823,157,060",36497,Millenials
Italy,2012,female,75+ years,175,3849653,0.874,"2,072,823,157,060",36497,Silent
Italy,2012,female,55-74 years,317,7188550,0.874,"2,072,823,157,060",36497,Boomers
Italy,2012,female,35-54 years,325,9251393,0.874,"2,072,823,157,060",36497,Generation X
Italy,2012,female,25-34 years,68,3504130,0.874,"2,072,823,157,060",36497,Millenials
Italy,2012,female,15-24 years,44,2883565,0.874,"2,072,823,157,060",36497,Millenials
Italy,2012,female,5-14 years,4,2718455,0.874,"2,072,823,157,060",36497,Generation Z
Italy,2012,male,5-14 years,4,2873682,0.874,"2,072,823,157,060",36497,Generation Z
Italy,2013,male,75+ years,625,2471260,0.876,"2,130,491,320,659",37050,Silent
Italy,2013,male,55-74 years,1039,6636981,0.876,"2,130,491,320,659",37050,Boomers
Italy,2013,male,35-54 years,1162,9207071,0.876,"2,130,491,320,659",37050,Generation X
Italy,2013,male,25-34 years,342,3500820,0.876,"2,130,491,320,659",37050,Millenials
Italy,2013,male,15-24 years,147,3051918,0.876,"2,130,491,320,659",37050,Millenials
Italy,2013,female,75+ years,181,3943123,0.876,"2,130,491,320,659",37050,Silent
Italy,2013,female,55-74 years,333,7290449,0.876,"2,130,491,320,659",37050,Boomers
Italy,2013,female,35-54 years,335,9372465,0.876,"2,130,491,320,659",37050,Generation X
Italy,2013,female,25-34 years,66,3469280,0.876,"2,130,491,320,659",37050,Millenials
Italy,2013,female,15-24 years,49,2892351,0.876,"2,130,491,320,659",37050,Millenials
Italy,2013,male,5-14 years,7,2915569,0.876,"2,130,491,320,659",37050,Generation Z
Italy,2013,female,5-14 years,4,2752044,0.876,"2,130,491,320,659",37050,Generation Z
Italy,2014,male,75+ years,670,2566489,0.874,"2,151,732,868,243",37035,Silent
Italy,2014,male,55-74 years,947,6738488,0.874,"2,151,732,868,243",37035,Boomers
Italy,2014,male,35-54 years,1123,9296191,0.874,"2,151,732,868,243",37035,Generation X
Italy,2014,male,25-34 years,300,3494152,0.874,"2,151,732,868,243",37035,Millenials
Italy,2014,male,15-24 years,170,3066963,0.874,"2,151,732,868,243",37035,Millenials
Italy,2014,female,35-54 years,371,9446533,0.874,"2,151,732,868,243",37035,Generation X
Italy,2014,female,75+ years,158,4042740,0.874,"2,151,732,868,243",37035,Silent
Italy,2014,female,55-74 years,275,7381373,0.874,"2,151,732,868,243",37035,Boomers
Italy,2014,female,25-34 years,75,3445649,0.874,"2,151,732,868,243",37035,Millenials
Italy,2014,female,15-24 years,46,2894944,0.874,"2,151,732,868,243",37035,Millenials
Italy,2014,female,5-14 years,7,2778922,0.874,"2,151,732,868,243",37035,Generation Z
Italy,2014,male,5-14 years,5,2948232,0.874,"2,151,732,868,243",37035,Generation Z
Italy,2015,male,75+ years,669,2646587,0.876,"1,832,868,490,534",31537,Silent
Italy,2015,male,55-74 years,934,6795801,0.876,"1,832,868,490,534",31537,Boomers
Italy,2015,male,35-54 years,1063,9239883,0.876,"1,832,868,490,534",31537,Generation X
Italy,2015,male,25-34 years,271,3451808,0.876,"1,832,868,490,534",31537,Millenials
Italy,2015,male,15-24 years,161,3057509,0.876,"1,832,868,490,534",31537,Millenials
Italy,2015,female,55-74 years,303,7434895,0.876,"1,832,868,490,534",31537,Boomers
Italy,2015,female,75+ years,156,4115435,0.876,"1,832,868,490,534",31537,Silent
Italy,2015,female,35-54 years,320,9386928,0.876,"1,832,868,490,534",31537,Generation X
Italy,2015,female,25-34 years,64,3394610,0.876,"1,832,868,490,534",31537,Millenials
Italy,2015,female,15-24 years,34,2874645,0.876,"1,832,868,490,534",31537,Millenials
Italy,2015,male,5-14 years,7,2944182,0.876,"1,832,868,490,534",31537,Generation Z
Italy,2015,female,5-14 years,6,2775414,0.876,"1,832,868,490,534",31537,Generation Z
Jamaica,2011,male,75+ years,4,49098,0.715,"14,439,910,353",5552,Silent
Jamaica,2011,male,55-74 years,11,164711,0.715,"14,439,910,353",5552,Boomers
Jamaica,2011,male,35-54 years,14,331288,0.715,"14,439,910,353",5552,Generation X
Jamaica,2011,male,25-34 years,7,206750,0.715,"14,439,910,353",5552,Millenials
Jamaica,2011,male,15-24 years,5,274128,0.715,"14,439,910,353",5552,Millenials
Jamaica,2011,female,5-14 years,3,252024,0.715,"14,439,910,353",5552,Generation Z
Jamaica,2011,male,5-14 years,3,263900,0.715,"14,439,910,353",5552,Generation Z
Jamaica,2011,female,55-74 years,1,168398,0.715,"14,439,910,353",5552,Boomers
Jamaica,2011,female,15-24 years,1,262579,0.715,"14,439,910,353",5552,Millenials
Jamaica,2011,female,35-54 years,1,346487,0.715,"14,439,910,353",5552,Generation X
Jamaica,2011,female,25-34 years,0,218242,0.715,"14,439,910,353",5552,Millenials
Jamaica,2011,female,75+ years,0,63432,0.715,"14,439,910,353",5552,Silent
Japan,2011,male,55-74 years,6858,16343000,0.89,"6,157,459,594,824",50919,Boomers
Japan,2011,male,35-54 years,6975,17224000,0.89,"6,157,459,594,824",50919,Generation X
Japan,2011,male,75+ years,2188,5570000,0.89,"6,157,459,594,824",50919,Silent
Japan,2011,male,25-34 years,2404,7588000,0.89,"6,157,459,594,824",50919,Millenials
Japan,2011,male,15-24 years,1304,6246000,0.89,"6,157,459,594,824",50919,Millenials
Japan,2011,female,75+ years,1754,9092000,0.89,"6,157,459,594,824",50919,Silent
Japan,2011,female,55-74 years,2883,17447000,0.89,"6,157,459,594,824",50919,Boomers
Japan,2011,female,35-54 years,2598,16861000,0.89,"6,157,459,594,824",50919,Generation X
Japan,2011,female,25-34 years,1112,7314000,0.89,"6,157,459,594,824",50919,Millenials
Japan,2011,female,15-24 years,616,5931000,0.89,"6,157,459,594,824",50919,Millenials
Japan,2011,male,5-14 years,52,5792000,0.89,"6,157,459,594,824",50919,Generation Z
Japan,2011,female,5-14 years,22,5519000,0.89,"6,157,459,594,824",50919,Generation Z
Japan,2012,male,75+ years,2262,5783000,0.895,"6,203,213,121,334",51379,Silent
Japan,2012,male,55-74 years,6134,16254000,0.895,"6,203,213,121,334",51379,Boomers
Japan,2012,male,35-54 years,6413,17318000,0.895,"6,203,213,121,334",51379,Generation X
Japan,2012,male,25-34 years,2244,7384000,0.895,"6,203,213,121,334",51379,Millenials
Japan,2012,male,15-24 years,1294,6185000,0.895,"6,203,213,121,334",51379,Millenials
Japan,2012,female,75+ years,1612,9362000,0.895,"6,203,213,121,334",51379,Silent
Japan,2012,female,55-74 years,2636,17342000,0.895,"6,203,213,121,334",51379,Boomers
Japan,2012,female,35-54 years,2242,16937000,0.895,"6,203,213,121,334",51379,Generation X
Japan,2012,female,25-34 years,931,7110000,0.895,"6,203,213,121,334",51379,Millenials
Japan,2012,female,15-24 years,495,5873000,0.895,"6,203,213,121,334",51379,Millenials
Japan,2012,male,5-14 years,55,5729000,0.895,"6,203,213,121,334",51379,Generation Z
Japan,2012,female,5-14 years,20,5458000,0.895,"6,203,213,121,334",51379,Generation Z
Japan,2013,male,75+ years,2362,5964000,0.899,"5,155,717,056,271",42781,Silent
Japan,2013,male,35-54 years,6333,17367000,0.899,"5,155,717,056,271",42781,Generation X
Japan,2013,male,55-74 years,5908,16202000,0.899,"5,155,717,056,271",42781,Boomers
Japan,2013,male,25-34 years,2178,7186000,0.899,"5,155,717,056,271",42781,Millenials
Japan,2013,male,15-24 years,1242,6143000,0.899,"5,155,717,056,271",42781,Millenials
Japan,2013,female,75+ years,1713,9588000,0.899,"5,155,717,056,271",42781,Silent
Japan,2013,female,55-74 years,2604,17279000,0.899,"5,155,717,056,271",42781,Boomers
Japan,2013,female,35-54 years,2242,16974000,0.899,"5,155,717,056,271",42781,Generation X
Japan,2013,female,25-34 years,850,6913000,0.899,"5,155,717,056,271",42781,Millenials
Japan,2013,female,15-24 years,467,5834000,0.899,"5,155,717,056,271",42781,Millenials
Japan,2013,male,5-14 years,58,5666000,0.899,"5,155,717,056,271",42781,Generation Z
Japan,2013,female,5-14 years,34,5398000,0.899,"5,155,717,056,271",42781,Generation Z
Japan,2014,male,75+ years,2254,6104000,0.903,"4,850,413,536,038",40328,Silent
Japan,2014,male,55-74 years,5477,16213000,0.903,"4,850,413,536,038",40328,Boomers
Japan,2014,male,35-54 years,5710,17365000,0.903,"4,850,413,536,038",40328,Generation X
Japan,2014,male,25-34 years,2131,7007000,0.903,"4,850,413,536,038",40328,Millenials
Japan,2014,male,15-24 years,1180,6110000,0.903,"4,850,413,536,038",40328,Millenials
Japan,2014,female,75+ years,1587,9761000,0.903,"4,850,413,536,038",40328,Silent
Japan,2014,female,55-74 years,2512,17288000,0.903,"4,850,413,536,038",40328,Boomers
Japan,2014,female,35-54 years,2158,16959000,0.903,"4,850,413,536,038",40328,Generation X
Japan,2014,female,25-34 years,814,6734000,0.903,"4,850,413,536,038",40328,Millenials
Japan,2014,female,15-24 years,432,5803000,0.903,"4,850,413,536,038",40328,Millenials
Japan,2014,male,5-14 years,68,5596000,0.903,"4,850,413,536,038",40328,Generation Z
Japan,2014,female,5-14 years,34,5334000,0.903,"4,850,413,536,038",40328,Generation Z
Japan,2015,male,75+ years,2297,6289365,0.905,"4,394,977,752,878",36510,Silent
Japan,2015,male,55-74 years,5241,16239222,0.905,"4,394,977,752,878",36510,Boomers
Japan,2015,male,35-54 years,5507,17461022,0.905,"4,394,977,752,878",36510,Generation X
Japan,2015,male,25-34 years,1948,6862886,0.905,"4,394,977,752,878",36510,Millenials
Japan,2015,male,15-24 years,1091,6088330,0.905,"4,394,977,752,878",36510,Millenials
Japan,2015,female,75+ years,1509,9983066,0.905,"4,394,977,752,878",36510,Silent
Japan,2015,female,55-74 years,2292,17232482,0.905,"4,394,977,752,878",36510,Boomers
Japan,2015,female,35-54 years,2024,16991218,0.905,"4,394,977,752,878",36510,Generation X
Japan,2015,female,25-34 years,685,6614211,0.905,"4,394,977,752,878",36510,Millenials
Japan,2015,female,15-24 years,408,5772938,0.905,"4,394,977,752,878",36510,Millenials
Japan,2015,male,5-14 years,62,5553851,0.905,"4,394,977,752,878",36510,Generation Z
Japan,2015,female,5-14 years,28,5287719,0.905,"4,394,977,752,878",36510,Generation Z
Kazakhstan,2011,male,25-34 years,778,1344771,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,male,75+ years,64,119954,0.772,"192,626,507,972",12969,Silent
Kazakhstan,2011,male,35-54 years,1062,2062451,0.772,"192,626,507,972",12969,Generation X
Kazakhstan,2011,male,55-74 years,358,831202,0.772,"192,626,507,972",12969,Boomers
Kazakhstan,2011,male,15-24 years,493,1526023,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,female,75+ years,44,273217,0.772,"192,626,507,972",12969,Silent
Kazakhstan,2011,female,15-24 years,171,1514356,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,female,25-34 years,128,1367342,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,female,35-54 years,166,2253866,0.772,"192,626,507,972",12969,Generation X
Kazakhstan,2011,female,55-74 years,78,1172197,0.772,"192,626,507,972",12969,Boomers
Kazakhstan,2011,male,5-14 years,38,1218724,0.772,"192,626,507,972",12969,Generation Z
Kazakhstan,2011,female,5-14 years,21,1169247,0.772,"192,626,507,972",12969,Generation Z
Kazakhstan,2012,male,25-34 years,716,1384736,0.781,"207,998,568,866",13845,Millenials
Kazakhstan,2012,male,35-54 years,1074,2082135,0.781,"207,998,568,866",13845,Generation X
Kazakhstan,2012,male,75+ years,60,129890,0.781,"207,998,568,866",13845,Silent
Kazakhstan,2012,male,55-74 years,368,852033,0.781,"207,998,568,866",13845,Boomers
Kazakhstan,2012,male,15-24 years,426,1481240,0.781,"207,998,568,866",13845,Millenials
Kazakhstan,2012,female,75+ years,40,288919,0.781,"207,998,568,866",13845,Silent
Kazakhstan,2012,female,15-24 years,131,1464381,0.781,"207,998,568,866",13845,Millenials
Kazakhstan,2012,female,35-54 years,181,2273726,0.781,"207,998,568,866",13845,Generation X
Kazakhstan,2012,female,25-34 years,111,1407854,0.781,"207,998,568,866",13845,Millenials
Kazakhstan,2012,female,55-74 years,93,1198153,0.781,"207,998,568,866",13845,Boomers
Kazakhstan,2012,male,5-14 years,33,1261734,0.781,"207,998,568,866",13845,Generation Z
Kazakhstan,2012,female,5-14 years,7,1198748,0.781,"207,998,568,866",13845,Generation Z
Kazakhstan,2013,male,75+ years,78,140008,0.788,"236,634,552,078",15552,Silent
Kazakhstan,2013,male,35-54 years,1142,2098964,0.788,"236,634,552,078",15552,Generation X
Kazakhstan,2013,male,25-34 years,733,1425587,0.788,"236,634,552,078",15552,Millenials
Kazakhstan,2013,male,55-74 years,393,878598,0.788,"236,634,552,078",15552,Boomers
Kazakhstan,2013,male,15-24 years,449,1429864,0.788,"236,634,552,078",15552,Millenials
Kazakhstan,2013,female,75+ years,48,307080,0.788,"236,634,552,078",15552,Silent
Kazakhstan,2013,female,15-24 years,182,1405609,0.788,"236,634,552,078",15552,Millenials
Kazakhstan,2013,female,25-34 years,136,1451026,0.788,"236,634,552,078",15552,Millenials
Kazakhstan,2013,female,35-54 years,193,2289754,0.788,"236,634,552,078",15552,Generation X
Kazakhstan,2013,female,55-74 years,89,1228388,0.788,"236,634,552,078",15552,Boomers
Kazakhstan,2013,male,5-14 years,42,1313549,0.788,"236,634,552,078",15552,Generation Z
Kazakhstan,2013,female,5-14 years,27,1246955,0.788,"236,634,552,078",15552,Generation Z
Kazakhstan,2014,male,35-54 years,1082,2116035,0.793,"221,415,572,820",14351,Generation X
Kazakhstan,2014,male,75+ years,70,148578,0.793,"221,415,572,820",14351,Silent
Kazakhstan,2014,male,25-34 years,667,1462224,0.793,"221,415,572,820",14351,Millenials
Kazakhstan,2014,male,55-74 years,343,911127,0.793,"221,415,572,820",14351,Boomers
Kazakhstan,2014,male,15-24 years,356,1377269,0.793,"221,415,572,820",14351,Millenials
Kazakhstan,2014,female,75+ years,47,325593,0.793,"221,415,572,820",14351,Silent
Kazakhstan,2014,female,15-24 years,132,1344351,0.793,"221,415,572,820",14351,Millenials
Kazakhstan,2014,female,25-34 years,126,1490998,0.793,"221,415,572,820",14351,Millenials
Kazakhstan,2014,female,35-54 years,171,2303567,0.793,"221,415,572,820",14351,Generation X
Kazakhstan,2014,female,55-74 years,69,1263876,0.793,"221,415,572,820",14351,Boomers
Kazakhstan,2014,male,5-14 years,38,1377917,0.793,"221,415,572,820",14351,Generation Z
Kazakhstan,2014,female,5-14 years,18,1307309,0.793,"221,415,572,820",14351,Generation Z
Kazakhstan,2015,male,75+ years,72,156393,0.797,"184,388,432,149",11784,Silent
Kazakhstan,2015,male,35-54 years,962,2130654,0.797,"184,388,432,149",11784,Generation X
Kazakhstan,2015,male,25-34 years,603,1492576,0.797,"184,388,432,149",11784,Millenials
Kazakhstan,2015,male,55-74 years,363,951365,0.797,"184,388,432,149",11784,Boomers
Kazakhstan,2015,male,15-24 years,312,1326082,0.797,"184,388,432,149",11784,Millenials
Kazakhstan,2015,female,75+ years,42,343577,0.797,"184,388,432,149",11784,Silent
Kazakhstan,2015,female,15-24 years,127,1285407,0.797,"184,388,432,149",11784,Millenials
Kazakhstan,2015,female,35-54 years,175,2313458,0.797,"184,388,432,149",11784,Generation X
Kazakhstan,2015,female,25-34 years,108,1524321,0.797,"184,388,432,149",11784,Millenials
Kazakhstan,2015,female,55-74 years,65,1306669,0.797,"184,388,432,149",11784,Boomers
Kazakhstan,2015,male,5-14 years,30,1445862,0.797,"184,388,432,149",11784,Generation Z
Kazakhstan,2015,female,5-14 years,13,1370388,0.797,"184,388,432,149",11784,Generation Z
Kuwait,2011,female,25-34 years,6,354327,0.794,"154,027,536,232",46203,Millenials
Kuwait,2011,male,55-74 years,2,128263,0.794,"154,027,536,232",46203,Boomers
Kuwait,2011,male,15-24 years,4,260399,0.794,"154,027,536,232",46203,Millenials
Kuwait,2011,male,25-34 years,9,614348,0.794,"154,027,536,232",46203,Millenials
Kuwait,2011,female,5-14 years,3,230439,0.794,"154,027,536,232",46203,Generation Z
Kuwait,2011,male,35-54 years,9,777932,0.794,"154,027,536,232",46203,Generation X
Kuwait,2011,female,35-54 years,4,396994,0.794,"154,027,536,232",46203,Generation X
Kuwait,2011,female,15-24 years,2,232768,0.794,"154,027,536,232",46203,Millenials
Kuwait,2011,male,5-14 years,2,242095,0.794,"154,027,536,232",46203,Generation Z
Kuwait,2011,female,55-74 years,0,77462,0.794,"154,027,536,232",46203,Boomers
Kuwait,2011,female,75+ years,0,9934,0.794,"154,027,536,232",46203,Silent
Kuwait,2011,male,75+ years,0,8737,0.794,"154,027,536,232",46203,Silent
Kuwait,2012,male,15-24 years,10,267410,0.796,"174,070,025,009",49781,Millenials
Kuwait,2012,female,55-74 years,2,83066,0.796,"174,070,025,009",49781,Boomers
Kuwait,2012,female,25-34 years,8,377621,0.796,"174,070,025,009",49781,Millenials
Kuwait,2012,male,35-54 years,17,822229,0.796,"174,070,025,009",49781,Generation X
Kuwait,2012,female,15-24 years,4,237359,0.796,"174,070,025,009",49781,Millenials
Kuwait,2012,male,25-34 years,8,637302,0.796,"174,070,025,009",49781,Millenials
Kuwait,2012,female,35-54 years,5,423084,0.796,"174,070,025,009",49781,Generation X
Kuwait,2012,male,55-74 years,1,138505,0.796,"174,070,025,009",49781,Boomers
Kuwait,2012,male,5-14 years,1,250917,0.796,"174,070,025,009",49781,Generation Z
Kuwait,2012,female,5-14 years,0,239552,0.796,"174,070,025,009",49781,Generation Z
Kuwait,2012,female,75+ years,0,10287,0.796,"174,070,025,009",49781,Silent
Kuwait,2012,male,75+ years,0,9366,0.796,"174,070,025,009",49781,Silent
Kuwait,2013,male,25-34 years,16,643877,0.795,"174,161,142,454",48729,Millenials
Kuwait,2013,male,55-74 years,3,146172,0.795,"174,161,142,454",48729,Boomers
Kuwait,2013,female,25-34 years,5,380061,0.795,"174,161,142,454",48729,Millenials
Kuwait,2013,female,15-24 years,3,233349,0.795,"174,161,142,454",48729,Millenials
Kuwait,2013,female,35-54 years,5,431425,0.795,"174,161,142,454",48729,Generation X
Kuwait,2013,male,35-54 years,7,847524,0.795,"174,161,142,454",48729,Generation X
Kuwait,2013,male,15-24 years,2,267988,0.795,"174,161,142,454",48729,Millenials
Kuwait,2013,female,5-14 years,0,251412,0.795,"174,161,142,454",48729,Generation Z
Kuwait,2013,female,55-74 years,0,88514,0.795,"174,161,142,454",48729,Boomers
Kuwait,2013,female,75+ years,0,10926,0.795,"174,161,142,454",48729,Silent
Kuwait,2013,male,5-14 years,0,262862,0.795,"174,161,142,454",48729,Generation Z
Kuwait,2013,male,75+ years,0,9980,0.795,"174,161,142,454",48729,Silent
Kuwait,2014,male,25-34 years,22,663735,0.799,"162,631,412,509",43774,Millenials
Kuwait,2014,male,15-24 years,7,270301,0.799,"162,631,412,509",43774,Millenials
Kuwait,2014,female,15-24 years,5,228222,0.799,"162,631,412,509",43774,Millenials
Kuwait,2014,male,35-54 years,18,892860,0.799,"162,631,412,509",43774,Generation X
Kuwait,2014,male,55-74 years,3,156953,0.799,"162,631,412,509",43774,Boomers
Kuwait,2014,female,35-54 years,8,454428,0.799,"162,631,412,509",43774,Generation X
Kuwait,2014,female,55-74 years,1,94314,0.799,"162,631,412,509",43774,Boomers
